query_id,READWARE,INQ601,Sab8A1,mds08a3,isa50t,ok8alx,att99ate,acsys8aln2,disco1,apl8c621,Flab8atd2,pir9Atd0,GE8ATD3,MITSLStd,ibms99a,MAP (Topic)
401,1.0,0.0,0.5,0.3333333333333333,0.0,0.2,0.75,0.95,0.0,1.0,0.2,0.0,0.5,0.5333333333333333,0.0,0.3977777777777778
402,1.0,0.5,0.8333333333333333,0.8666666666666667,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.9166666666666666,1.0,0.8666666666666667,0.7322222222222222
403,1.0,0.95,0.8875,0.8041666666666667,0.0,1.0,1.0,1.0,0.41666666666666663,1.0,1.0,1.0,1.0,0.8875,1.0,0.8630555555555556
404,0.8875,0.0,0.0,0.0,0.0,0.6791666666666667,0.0,1.0,0.2,1.0,0.7555555555555555,0.5333333333333333,0.7555555555555555,0.9166666666666666,0.41666666666666663,0.47629629629629633
405,1.0,0.0,0.325,0.2,0.0,0.2,0.3666666666666667,0.3666666666666667,0.0,0.8875,1.0,1.0,0.8333333333333333,0.5,0.5888888888888889,0.484537037037037
406,0.8666666666666667,1.0,1.0,0.6388888888888888,0.0,0.9166666666666666,0.8666666666666667,0.75,0.0,0.5,0.8333333333333333,0.8666666666666667,1.0,1.0,1.0,0.7492592592592593
407,1.0,1.0,1.0,1.0,0.8041666666666667,1.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,0.8666666666666667,1.0,0.961388888888889
408,1.0,0.5,0.8333333333333333,0.7555555555555555,0.7,0.7555555555555555,0.5833333333333333,0.8666666666666667,0.3333333333333333,1.0,0.9166666666666666,0.3666666666666667,0.2,0.95,1.0,0.7174074074074073
409,0.6791666666666667,1.0,0.2,0.8333333333333333,0.0,1.0,1.0,0.75,0.0,1.0,0.7,0.41666666666666663,0.8666666666666667,1.0,0.7,0.6763888888888889
410,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.325,1.0,1.0,1.0,1.0,1.0,1.0,0.8883333333333333
411,1.0,0.5333333333333333,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.95,0.5833333333333333,1.0,0.8333333333333333,1.0,0.8041666666666667,0.7802777777777778
412,1.0,0.5888888888888889,1.0,0.5,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.95,1.0,0.9166666666666666,0.6637037037037036
413,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.5833333333333333,1.0,0.5,0.8333333333333333,0.5944444444444444
414,0.6791666666666667,0.8666666666666667,0.8055555555555555,0.5,0.0,0.6388888888888888,1.0,1.0,0.0,0.7000000000000001,0.8333333333333333,0.9166666666666666,0.8666666666666667,0.6791666666666667,1.0,0.6990740740740741
415,1.0,1.0,1.0,0.8875,0.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,0.8813888888888889
416,1.0,0.5,0.325,0.5833333333333333,0.0,0.8666666666666667,0.2,0.5833333333333333,0.25,0.5,0.0,0.5,0.6791666666666667,0.3333333333333333,0.6388888888888888,0.4639814814814815
417,1.0,0.45,0.95,0.25,0.0,0.4777777777777777,0.0,0.8875,0.0,0.5,0.0,1.0,0.0,0.8875,1.0,0.4935185185185185
418,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.5833333333333333,1.0,1.0,1.0,1.0,0.95,1.0,0.9022222222222221
419,0.8041666666666667,0.3333333333333333,0.0,1.0,0.0,1.0,0.2,1.0,0.0,0.8055555555555555,1.0,1.0,1.0,1.0,0.5333333333333333,0.6450925925925926
420,0.7000000000000001,1.0,1.0,0.75,0.8333333333333333,1.0,0.8875,0.8333333333333333,0.0,0.95,1.0,1.0,1.0,1.0,1.0,0.863611111111111
421,0.8666666666666667,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15777777777777777
422,1.0,0.8041666666666667,0.5333333333333333,0.2,0.0,1.0,0.4777777777777777,0.5833333333333333,0.0,0.25,1.0,1.0,1.0,1.0,0.95,0.6532407407407407
423,1.0,1.0,0.8875,1.0,0.25,1.0,0.8041666666666667,1.0,0.0,0.8875,0.8875,0.6388888888888888,1.0,1.0,0.8041666666666667,0.8106481481481482
424,1.0,0.0,0.3333333333333333,0.0,0.0,0.9166666666666666,0.3666666666666667,0.9166666666666666,0.0,0.7000000000000001,0.95,0.0,0.8875,0.41666666666666663,0.8333333333333333,0.4880555555555556
425,1.0,1.0,1.0,0.95,1.0,1.0,1.0,1.0,0.25,0.8041666666666667,1.0,1.0,0.95,1.0,1.0,0.9302777777777778
426,1.0,0.25,0.5333333333333333,1.0,0.0,1.0,0.0,0.5333333333333333,0.0,0.8875,0.95,0.7555555555555555,0.7,0.25,0.6791666666666667,0.5692592592592594
427,1.0,0.8333333333333333,0.9166666666666666,0.3333333333333333,0.0,0.5333333333333333,0.8055555555555555,0.7555555555555555,0.2,0.8333333333333333,1.0,0.8041666666666667,1.0,1.0,0.8055555555555555,0.7213888888888889
428,1.0,0.7000000000000001,0.325,0.41666666666666663,0.5,0.8333333333333333,0.325,0.25,0.6388888888888888,1.0,0.5833333333333333,0.0,0.41666666666666663,0.75,0.3666666666666667,0.5403703703703704
429,1.0,0.2,0.75,0.7,0.0,1.0,0.3333333333333333,0.6388888888888888,1.0,0.5,0.0,0.0,0.9166666666666666,0.25,0.0,0.48592592592592593
430,1.0,0.6388888888888888,0.8333333333333333,0.7000000000000001,0.0,0.8666666666666667,0.325,0.5888888888888889,0.45,0.8055555555555555,0.8666666666666667,0.8055555555555555,0.9166666666666666,1.0,1.0,0.7198148148148148
431,0.95,0.9166666666666666,1.0,0.7555555555555555,0.0,0.8875,1.0,1.0,0.325,1.0,1.0,0.7000000000000001,0.4777777777777777,1.0,1.0,0.8008333333333333
432,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013333333333333334
433,1.0,0.0,0.0,0.5833333333333333,0.0,0.2,0.325,0.0,0.0,0.0,0.5,0.0,0.0,0.7,0.3666666666666667,0.24500000000000002
434,1.0,0.5333333333333333,1.0,0.95,0.5,1.0,0.6791666666666667,1.0,1.0,0.8875,0.5,1.0,0.95,1.0,1.0,0.8666666666666666
435,1.0,0.25,0.6388888888888888,0.3333333333333333,0.0,0.5888888888888889,0.2,0.325,0.0,0.2,0.75,1.0,0.3666666666666667,1.0,0.41666666666666663,0.4712962962962964
436,1.0,0.325,0.9166666666666666,0.41666666666666663,0.0,0.2,1.0,0.3333333333333333,0.0,0.4777777777777777,0.9166666666666666,1.0,1.0,0.6388888888888888,0.5833333333333333,0.5872222222222222
437,0.5333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.07111111111111111
438,0.6791666666666667,0.5,0.7000000000000001,0.0,0.0,0.6791666666666667,0.2,1.0,0.5,0.0,0.0,0.325,0.0,1.0,1.0,0.43888888888888894
439,1.0,0.0,0.5,0.25,0.0,0.41666666666666663,0.5,0.3333333333333333,0.0,0.0,0.5,0.5833333333333333,0.0,0.25,0.0,0.28888888888888886
440,0.9166666666666666,0.95,1.0,0.5,0.2,0.5888888888888889,1.0,0.5,0.0,0.41666666666666663,0.8875,0.6388888888888888,0.6388888888888888,0.3333333333333333,0.3666666666666667,0.5958333333333334
441,1.0,1.0,0.8875,0.8055555555555555,1.0,1.0,1.0,0.7555555555555555,0.41666666666666663,1.0,1.0,1.0,0.7000000000000001,1.0,1.0,0.9043518518518517
442,0.6791666666666667,0.0,0.0,0.25,0.0,1.0,0.0,0.0,0.0,1.0,0.6388888888888888,0.0,0.0,1.0,0.2,0.31787037037037036
443,0.0,0.41666666666666663,0.5,0.5,0.25,0.5888888888888889,0.3666666666666667,0.25,0.0,0.0,1.0,0.0,0.325,0.5,1.0,0.37981481481481477
444,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.6388888888888888,1.0,1.0,0.8425925925925927
445,1.0,0.8875,0.8041666666666667,0.7555555555555555,0.2,0.325,1.0,0.25,0.0,1.0,1.0,1.0,0.8041666666666667,1.0,0.95,0.7317592592592592
446,1.0,0.95,1.0,0.0,0.0,0.95,1.0,0.95,0.2,0.95,0.8333333333333333,1.0,0.8666666666666667,0.8333333333333333,0.8666666666666667,0.7600000000000001
447,1.0,1.0,0.0,1.0,0.0,0.8666666666666667,0.0,0.3666666666666667,0.0,1.0,0.5,1.0,0.0,0.4777777777777777,1.0,0.5474074074074075
448,1.0,0.0,0.0,0.3333333333333333,0.0,0.325,0.0,0.75,0.0,0.0,0.45,0.5,1.0,0.5,0.5,0.3572222222222222
449,0.95,0.3666666666666667,0.7,0.8333333333333333,0.0,1.0,0.45,1.0,0.0,1.0,0.6388888888888888,0.3666666666666667,0.8333333333333333,0.0,0.7000000000000001,0.5892592592592593
450,1.0,1.0,1.0,1.0,0.7,0.95,1.0,1.0,0.0,1.0,1.0,0.8041666666666667,1.0,0.6791666666666667,1.0,0.8755555555555556
MAP (System),0.9078333333333333,0.5548888888888889,0.6483888888888888,0.5893888888888889,0.13875,0.7590277777777779,0.5802499999999999,0.7013611111111111,0.1674444444444444,0.6878611111111111,0.7034999999999999,0.6421111111111111,0.6758055555555557,0.7383333333333333,0.71375,0.6139129629629629
