query_id,READWARE,INQ601,Sab8A1,mds08a3,isa50t,ok8alx,att99ate,acsys8aln2,disco1,apl8c621,Flab8atd2,pir9Atd0,GE8ATD3,MITSLStd,ibms99a,Overall (Topic)
401,1.0,0.0,0.2,0.2,0.0,0.2,0.4,0.8,0.0,1.0,0.2,0.0,0.2,0.6,0.0,0.32
402,0.8,0.4,0.4,0.6,0.0,1.0,0.8,1.0,0.0,1.0,0.8,0.0,0.6,1.0,0.6,0.5999999999999999
403,1.0,0.8,0.8,0.8,0.0,1.0,1.0,1.0,0.4,1.0,1.0,1.0,1.0,0.8,1.0,0.8400000000000001
404,0.8,0.0,0.0,0.0,0.0,0.8,0.0,0.4,0.2,0.6,0.6,0.6,0.6,0.6,0.4,0.3733333333333333
405,0.8,0.0,0.4,0.2,0.0,0.2,0.4,0.4,0.0,0.8,0.8,0.2,0.4,0.2,0.6,0.36000000000000004
406,0.6,0.4,0.4,0.6,0.0,0.6,0.6,0.4,0.0,0.4,0.4,0.6,0.4,0.6,0.4,0.4266666666666667
407,1.0,1.0,0.8,0.4,0.8,1.0,1.0,0.8,0.4,1.0,1.0,1.0,1.0,0.6,1.0,0.8533333333333333
408,1.0,0.4,0.4,0.6,0.4,0.6,0.4,0.6,0.2,0.2,0.6,0.4,0.2,0.8,0.8,0.5066666666666666
409,0.8,0.4,0.2,0.4,0.0,0.4,0.2,0.4,0.0,0.4,0.4,0.4,0.6,0.2,0.4,0.3466666666666667
410,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.4,1.0,1.0,1.0,1.0,1.0,1.0,0.8933333333333333
411,0.8,0.6,0.4,0.6,0.0,1.0,0.6,1.0,0.0,0.8,0.4,0.8,0.4,0.6,0.8,0.5866666666666667
412,1.0,0.6,1.0,0.2,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.8,0.8,0.8,0.6,0.5866666666666667
413,0.8,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.8,1.0,0.4,1.0,0.2,0.4,0.5066666666666667
414,0.8,0.6,0.6,0.2,0.0,0.6,0.4,0.4,0.0,0.6,0.4,0.6,0.6,0.8,0.6,0.4799999999999999
415,0.6,1.0,1.0,0.8,0.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,1.0,1.0,0.8400000000000001
416,1.0,0.4,0.4,0.4,0.0,0.6,0.2,0.4,0.2,0.2,0.0,0.2,0.8,0.2,0.6,0.3733333333333333
417,1.0,0.4,0.8,0.2,0.0,0.6,0.0,0.8,0.0,0.4,0.0,0.6,0.0,0.8,1.0,0.44000000000000006
418,1.0,0.8,1.0,1.0,0.0,1.0,1.0,1.0,0.4,1.0,0.8,1.0,0.8,0.8,0.8,0.8266666666666668
419,0.8,0.2,0.0,0.2,0.0,0.2,0.2,0.2,0.0,0.6,0.2,0.2,0.4,0.2,0.6,0.26666666666666666
420,0.6,1.0,1.0,0.4,0.4,1.0,0.8,0.4,0.0,0.8,1.0,1.0,1.0,1.0,1.0,0.76
421,0.6,0.0,0.4,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08
422,1.0,0.8,0.6,0.2,0.0,1.0,0.6,0.4,0.0,0.2,0.8,1.0,1.0,0.4,0.8,0.5866666666666667
423,1.0,0.8,0.8,0.8,0.2,1.0,0.8,1.0,0.0,0.8,0.8,0.6,1.0,1.0,0.8,0.76
424,1.0,0.0,0.2,0.0,0.0,0.6,0.4,0.6,0.0,0.6,0.8,0.0,0.8,0.4,0.4,0.3866666666666667
425,1.0,1.0,1.0,0.8,0.2,1.0,1.0,1.0,0.2,0.8,1.0,1.0,0.8,1.0,1.0,0.8533333333333334
426,1.0,0.2,0.6,0.8,0.0,0.8,0.0,0.6,0.0,0.8,0.8,0.6,0.4,0.2,0.8,0.5066666666666666
427,1.0,0.4,0.6,0.2,0.0,0.6,0.6,0.6,0.2,0.4,0.8,0.8,0.6,1.0,0.6,0.56
428,1.0,0.6,0.4,0.4,0.2,0.4,0.4,0.2,0.6,0.6,0.4,0.0,0.4,0.4,0.4,0.42666666666666675
429,1.0,0.2,0.4,0.4,0.0,0.2,0.2,0.6,0.2,0.2,0.0,0.0,0.6,0.2,0.0,0.2800000000000001
430,0.4,0.6,0.4,0.6,0.0,0.6,0.4,0.6,0.4,0.6,0.6,0.6,0.6,0.6,0.6,0.5066666666666665
431,0.8,0.6,1.0,0.6,0.0,0.8,1.0,1.0,0.4,1.0,1.0,0.6,0.6,1.0,0.6,0.7333333333333332
432,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013333333333333334
433,1.0,0.0,0.0,0.4,0.0,0.2,0.4,0.0,0.0,0.0,0.2,0.0,0.0,0.4,0.4,0.2
434,1.0,0.6,0.8,0.8,0.2,1.0,0.8,1.0,0.2,0.8,0.4,1.0,0.8,1.0,1.0,0.7600000000000001
435,1.0,0.2,0.6,0.2,0.0,0.6,0.2,0.4,0.0,0.2,0.4,0.4,0.4,0.4,0.4,0.3600000000000001
436,1.0,0.4,0.6,0.4,0.0,0.2,1.0,0.2,0.0,0.6,0.6,1.0,0.4,0.6,0.4,0.49333333333333335
437,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.06666666666666667
438,0.8,0.2,0.6,0.0,0.0,0.8,0.2,0.4,0.2,0.0,0.0,0.4,0.0,1.0,0.6,0.3466666666666667
439,0.8,0.0,0.2,0.2,0.0,0.4,0.4,0.2,0.0,0.0,0.2,0.4,0.0,0.2,0.0,0.20000000000000004
440,0.6,0.8,1.0,0.2,0.2,0.6,1.0,0.4,0.0,0.4,0.8,0.6,0.6,0.2,0.4,0.52
441,1.0,0.8,0.8,0.6,0.6,0.8,1.0,0.6,0.4,0.8,0.8,0.8,0.6,1.0,1.0,0.7733333333333334
442,0.8,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.4,0.6,0.0,0.0,0.2,0.2,0.17333333333333337
443,0.0,0.4,0.4,0.2,0.2,0.6,0.4,0.2,0.0,0.0,0.2,0.0,0.4,0.4,0.6,0.26666666666666666
444,0.8,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.6,1.0,1.0,0.8266666666666667
445,1.0,0.8,0.8,0.6,0.2,0.4,1.0,0.2,0.0,1.0,1.0,1.0,0.8,1.0,0.8,0.7066666666666668
446,1.0,0.8,0.8,0.0,0.0,0.8,1.0,0.8,0.2,0.8,0.4,1.0,0.6,0.4,0.6,0.6133333333333334
447,1.0,0.6,0.0,1.0,0.0,0.6,0.0,0.4,0.0,0.8,0.4,1.0,0.0,0.6,0.6,0.4666666666666667
448,0.6,0.0,0.0,0.2,0.0,0.4,0.0,0.4,0.0,0.0,0.4,0.2,0.2,0.2,0.2,0.1866666666666667
449,0.8,0.4,0.4,0.4,0.0,0.4,0.4,0.4,0.0,0.6,0.6,0.4,0.4,0.0,0.6,0.38666666666666666
450,1.0,1.0,1.0,1.0,0.4,0.8,1.0,1.0,0.0,1.0,0.8,0.8,1.0,0.8,1.0,0.8400000000000001
