query_id,READWARE,INQ601,Sab8A1,mds08a3,isa50t,ok8alx,att99ate,acsys8aln2,disco1,apl8c621,Flab8atd2,pir9Atd0,GE8ATD3,MITSLStd,ibms99a,MAP (Topic)
401,0.975,0.1,0.3611111111111111,0.3333333333333333,0.0,0.2,0.6071428571428572,0.9093537414965986,0.0,0.9888888888888889,0.2,0.0,0.5,0.5333333333333333,0.0,0.38054421768707486
402,0.9087301587301588,0.4583333333333333,0.6222222222222221,0.7511904761904763,0.0,1.0,0.8708333333333332,1.0,0.0,0.9467813051146385,0.925,0.1,0.75,0.9214285714285715,0.7592857142857142,0.6675870076425632
403,1.0,0.8956845238095238,0.8734126984126984,0.8412257495590829,0.2507936507936508,1.0,0.9626543209876544,1.0,0.47619047619047616,0.9888888888888889,1.0,0.9467813051146385,1.0,0.87826278659612,1.0,0.8742596266901823
404,0.8388888888888888,0.20833333333333331,0.15555555555555556,0.14285714285714285,0.0,0.7027777777777778,0.22619047619047616,0.725,0.2,0.9166666666666666,0.7555555555555555,0.5961904761904762,0.7555555555555555,0.8541666666666666,0.4444444444444444,0.501478835978836
405,0.9240362811791384,0.1111111111111111,0.3833333333333333,0.2619047619047619,0.0,0.273015873015873,0.38730158730158726,0.3666666666666667,0.0,0.8069444444444445,0.9,0.5412698412698413,0.619047619047619,0.35,0.5416666666666666,0.4310865457294028
406,0.7211640211640211,0.8095238095238094,0.6857142857142857,0.6388888888888888,0.0,0.8541666666666666,0.7961904761904762,0.5932539682539683,0.1111111111111111,0.5494047619047618,0.660515873015873,0.7211640211640211,0.711111111111111,0.9166666666666666,0.7253968253968253,0.6329514991181657
407,1.0,0.9682539682539683,0.9317956349206349,0.6925925925925925,0.8106150793650793,1.0,1.0,0.9484126984126985,0.611111111111111,1.0,1.0,0.9472222222222222,0.9415178571428572,0.7869614512471655,0.9325396825396826,0.9047348198538675
408,1.0,0.5,0.6555555555555556,0.6777777777777778,0.5925925925925927,0.7329365079365079,0.5833333333333333,0.775,0.3333333333333333,0.6666666666666666,0.7875,0.38819444444444445,0.3206349206349206,0.95,1.0,0.664235008818342
409,0.7856701940035273,0.8333333333333334,0.2,0.8333333333333333,0.0,1.0,1.0,0.6142857142857142,0.0,0.7916666666666666,0.7,0.41666666666666663,0.8666666666666667,0.5047619047619047,0.7,0.6164256319811875
410,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.4125,1.0,1.0,1.0,1.0,1.0,1.0,0.8941666666666667
411,0.9282627865961199,0.5783333333333334,0.7678571428571428,0.8611111111111112,0.0,0.9682539682539683,0.8263888888888888,1.0,0.0,0.9060405643738978,0.5138888888888888,0.9666666666666666,0.63015873015873,0.8444444444444444,0.8041666666666667,0.706371546149324
412,1.0,0.5703703703703703,0.9888888888888889,0.375,0.0,0.9626543209876544,0.9626543209876544,0.9571428571428572,0.0,0.0,0.0,0.9087301587301588,0.9060405643738978,0.8951388888888889,0.7342592592592592,0.617391975308642
413,0.9282627865961199,0.0,0.0,1.0,0.0,1.0,0.1111111111111111,0.9583333333333334,0.16666666666666666,0.8687074829931973,1.0,0.4888888888888889,0.9526289682539684,0.37976190476190474,0.6527777777777777,0.5671425946921979
414,0.7198412698412697,0.72,0.7041666666666666,0.35,0.0,0.5791666666666666,0.7678571428571428,0.7071428571428571,0.0,0.7000000000000001,0.6488095238095237,0.9166666666666666,0.7611111111111111,0.6791666666666667,0.8928571428571428,0.6097857142857143
415,0.8152777777777777,1.0,1.0,0.8486394557823129,0.1,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,0.959375,0.9765432098765433,1.0,0.8688779184513312
416,1.0,0.4583333333333333,0.4268253968253969,0.49652777777777773,0.0,0.7375850340136054,0.3206349206349206,0.5166666666666666,0.2361111111111111,0.4131944444444444,0.2507936507936508,0.38888888888888884,0.7023809523809524,0.3876984126984127,0.5722222222222222,0.46052418745275886
417,0.9765432098765433,0.44285714285714284,0.8711111111111111,0.2785714285714285,0.0,0.5425925925925925,0.0,0.7916666666666667,0.0,0.4746031746031746,0.0,0.85,0.0,0.8416666666666667,0.9617346938775511,0.4687564457881918
418,1.0,0.8708333333333332,0.9821428571428571,0.9888888888888889,0.0,1.0,0.9415178571428572,1.0,0.49652777777777773,0.9478458049886622,0.9240362811791384,0.9333333333333332,0.9484126984126985,0.88015873015873,0.9379251700680272,0.8567748488284201
419,0.7798185941043083,0.26666666666666666,0.14285714285714285,0.6111111111111112,0.0,1.0,0.2,0.6111111111111112,0.17142857142857143,0.8055555555555555,1.0,1.0,1.0,0.5074074074074074,0.5666666666666667,0.5775081884605694
420,0.7260912698412698,1.0,0.9159722222222222,0.6,0.6555555555555556,1.0,0.87826278659612,0.7222222222222222,0.0,0.906795634920635,0.9765432098765433,0.9472222222222222,1.0,0.9765432098765433,0.9888888888888889,0.8196064814814815
421,0.7639455782312926,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666,0.26190476190476186,0.0,0.0,0.19061224489795917
422,1.0,0.8412257495590829,0.6635912698412698,0.3206349206349206,0.0,1.0,0.5449999999999999,0.5771825396825397,0.0,0.33730158730158727,0.9282627865961199,1.0,0.9293650793650794,0.6746031746031745,0.906795634920635,0.6482641828336272
423,1.0,0.9282627865961199,0.8163265306122449,0.8802579365079365,0.2361111111111111,0.9467813051146385,0.8412257495590829,0.9293650793650794,0.0,0.87826278659612,0.87826278659612,0.7031746031746031,0.9325396825396826,0.9467813051146385,0.8412257495590829,0.783905160829764
424,0.9765432098765433,0.0,0.3333333333333333,0.125,0.0,0.8134920634920636,0.3770833333333333,0.8261904761904763,0.0,0.6533333333333333,0.869047619047619,0.19642857142857142,0.8214285714285714,0.3916666666666666,0.6104166666666666,0.4662642563198118
425,1.0,1.0,0.9765432098765433,0.906795634920635,1.0,1.0,1.0,0.9765432098765433,0.25,0.7568027210884354,1.0,0.9159722222222222,0.9060405643738978,1.0,1.0,0.9125798374905519
426,1.0,0.27777777777777773,0.525,1.0,0.125,0.925,0.0,0.5961904761904762,0.0,0.7842592592592591,0.86,0.7469246031746031,0.5916666666666667,0.25,0.6718253968253968,0.5569096119929454
427,1.0,0.6726190476190477,0.8541666666666666,0.3333333333333333,0.0,0.5961904761904762,0.7152777777777777,0.6787301587301586,0.2,0.6079365079365079,0.8968253968253969,0.8099999999999999,0.7994047619047618,1.0,0.7291666666666666,0.6595767195767195
428,1.0,0.6801587301587301,0.3946428571428572,0.41666666666666663,0.5,0.6555555555555556,0.325,0.2361111111111111,0.6220238095238095,0.9166666666666666,0.5238095238095237,0.0,0.37777777777777777,0.6392857142857142,0.3904761904761904,0.5118783068783069
429,1.0,0.273015873015873,0.5798611111111112,0.5682539682539682,0.0,0.5654761904761905,0.3333333333333333,0.6388888888888888,0.6111111111111112,0.5,0.23888888888888885,0.18333333333333335,0.7753968253968253,0.33730158730158727,0.27579365079365076,0.4587103174603175
430,1.0,0.6388888888888888,0.6,0.7000000000000001,0.0,0.8666666666666667,0.3833333333333333,0.6083333333333333,0.4666666666666666,0.8055555555555555,0.8666666666666667,0.8055555555555555,0.7875,0.9166666666666666,1.0,0.6963888888888888
431,0.9060405643738978,0.7753968253968253,0.9095238095238096,0.7163265306122449,0.1736111111111111,0.852281746031746,0.9888888888888889,0.9765432098765433,0.325,1.0,1.0,0.6763888888888889,0.4866666666666667,0.9626543209876544,0.8928571428571428,0.776145313681028
432,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.024444444444444446
433,0.9761904761904763,0.125,0.14285714285714285,0.5833333333333333,0.0,0.26666666666666666,0.325,0.0,0.0,0.14285714285714285,0.5,0.0,0.0,0.7,0.3666666666666667,0.2752380952380952
434,1.0,0.6441043083900226,0.8951388888888889,0.869047619047619,0.5,0.9888888888888889,0.6968253968253967,0.9888888888888889,0.6666666666666666,0.821111111111111,0.5494047619047618,0.9626543209876544,0.9060405643738978,0.9467813051146385,1.0,0.8290368480725625
435,0.9617346938775511,0.4023809523809524,0.6458333333333333,0.3333333333333333,0.0,0.5533333333333333,0.43624338624338627,0.325,0.0,0.31666666666666665,0.625,0.8333333333333334,0.38730158730158726,1.0,0.40277777777777773,0.481529226505417
436,1.0,0.41571428571428576,0.7875,0.40277777777777773,0.14285714285714285,0.2,0.975,0.3333333333333333,0.0,0.5249999999999999,0.8261904761904763,0.9888888888888889,0.7142857142857142,0.6087301587301587,0.5444444444444445,0.5643148148148147
437,0.5428571428571428,0.0,0.0,0.14285714285714285,0.0,0.125,0.0,0.0,0.26666666666666666,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.09404761904761903
438,0.7856701940035273,0.34074074074074073,0.6797619047619048,0.1111111111111111,0.0,0.6861904761904761,0.27777777777777773,0.8095238095238094,0.41666666666666663,0.0,0.0,0.38075396825396823,0.3543650793650793,0.9704861111111112,0.8253968253968254,0.4425629776601998
439,0.9240362811791384,0.0,0.41666666666666663,0.225,0.0,0.41666666666666663,0.5,0.3333333333333333,0.0,0.0,0.5,0.5833333333333333,0.125,0.25,0.19642857142857142,0.2980309901738473
440,0.7884920634920635,0.95,0.9467813051146385,0.5,0.2,0.6496031746031746,1.0,0.43333333333333335,0.0,0.44047619047619047,0.8734126984126984,0.7031746031746031,0.5944444444444444,0.31746031746031744,0.4154761904761905,0.5875102880658437
441,1.0,0.8802579365079365,0.827437641723356,0.7656746031746031,0.8253968253968254,0.9107142857142857,0.9478458049886622,0.7469246031746031,0.37777777777777777,0.8687074829931973,0.8802579365079365,0.8976190476190478,0.7155328798185941,0.9472222222222222,0.9821428571428571,0.838234126984127
442,0.7023809523809524,0.0,0.0,0.25,0.0,0.5277777777777778,0.0,0.0,0.0,1.0,0.6388888888888888,0.125,0.0,0.625,0.2,0.27126984126984127
443,0.22962962962962963,0.40208333333333335,0.4638888888888889,0.38888888888888884,0.225,0.5422222222222223,0.4105555555555556,0.225,0.0,0.125,0.5381944444444444,0.14285714285714285,0.4046031746031746,0.48888888888888893,0.8142857142857143,0.3600731922398589
444,1.0,0.9704861111111112,0.9861111111111112,1.0,0.0,0.9861111111111112,1.0,0.9626543209876544,0.0,1.0,1.0,1.0,0.6388888888888888,1.0,0.9626543209876544,0.8337937242798356
445,1.0,0.87826278659612,0.8121315192743763,0.6916666666666667,0.26666666666666666,0.4442857142857143,1.0,0.29166666666666663,0.0,0.9704861111111112,1.0,0.9821428571428571,0.8412257495590829,0.975,0.906795634920635,0.7373553581926598
446,0.9467813051146385,0.8956845238095238,0.9317956349206349,0.1111111111111111,0.0,0.9093537414965986,0.9467813051146385,0.8552579365079365,0.2,0.915079365079365,0.5972222222222221,0.9293650793650794,0.7370370370370369,0.6333333333333333,0.7634920634920634,0.6914863105736122
447,1.0,1.0,0.0,1.0,0.0,0.7092592592592593,0.0,0.3666666666666667,0.0,0.9282627865961199,0.5,1.0,0.0,0.48333333333333334,1.0,0.532501469723692
448,1.0,0.1,0.0,0.26666666666666666,0.0,0.325,0.0,0.75,0.0,0.125,0.39999999999999997,0.35,0.6111111111111112,0.5,0.41666666666666663,0.32296296296296295
449,0.8486111111111111,0.36944444444444446,0.6160714285714286,0.8333333333333333,0.0,0.7232993197278912,0.44388888888888883,0.7361111111111112,0.0,0.8928571428571428,0.6220238095238095,0.4154761904761905,0.7222222222222222,0.18333333333333335,0.6916666666666667,0.5398892668178382
