query_id,READWARE,INQ601,Sab8A1,mds08a3,isa50t,ok8alx,att99ate,acsys8aln2,disco1,apl8c621,Flab8atd2,pir9Atd0,GE8ATD3,MITSLStd,ibms99a,Overall (Topic)
401,0.85,0.05,0.15,0.2,0.0,0.05,0.45,0.7,0.0,0.6,0.1,0.05,0.05,0.3,0.0,0.23666666666666666
402,0.6,0.35,0.35,0.6,0.1,0.8,0.5,0.65,0.0,0.7,0.45,0.2,0.55,0.55,0.45,0.45666666666666667
403,0.6,0.75,0.7,0.8,0.4,0.85,0.75,0.85,0.4,0.8,0.85,0.8,0.8,0.8,0.75,0.7266666666666667
404,0.7,0.2,0.2,0.35,0.0,0.5,0.25,0.45,0.1,0.3,0.35,0.35,0.4,0.4,0.45,0.33333333333333337
405,0.7,0.2,0.3,0.4,0.0,0.3,0.35,0.3,0.0,0.4,0.35,0.4,0.45,0.35,0.4,0.3266666666666666
406,0.5,0.35,0.4,0.2,0.0,0.35,0.4,0.35,0.1,0.35,0.35,0.4,0.3,0.35,0.4,0.32
407,0.85,0.65,0.7,0.5,0.5,0.6,0.8,0.45,0.3,0.75,0.7,0.65,0.65,0.75,0.6,0.6300000000000001
408,0.9,0.25,0.25,0.45,0.45,0.4,0.35,0.35,0.05,0.35,0.3,0.4,0.3,0.35,0.3,0.3633333333333333
409,0.75,0.2,0.1,0.2,0.0,0.15,0.1,0.25,0.1,0.25,0.2,0.1,0.3,0.25,0.2,0.21000000000000002
410,0.75,0.95,1.0,1.0,0.0,1.0,0.95,1.0,0.35,1.0,1.0,0.95,1.0,0.95,1.0,0.8599999999999999
411,0.6,0.35,0.2,0.4,0.0,0.5,0.4,0.35,0.0,0.65,0.25,0.4,0.4,0.45,0.35,0.35333333333333333
412,0.7,0.55,0.8,0.1,0.0,0.85,0.85,0.55,0.0,0.0,0.0,0.75,0.95,0.55,0.6,0.48333333333333334
413,0.55,0.05,0.0,0.6,0.0,0.85,0.1,0.55,0.05,0.55,0.85,0.3,0.6,0.25,0.45,0.38333333333333325
414,0.5,0.35,0.3,0.25,0.0,0.2,0.35,0.35,0.0,0.2,0.35,0.25,0.35,0.3,0.35,0.2733333333333333
