query_id,READWARE,INQ601,Sab8A1,mds08a3,isa50t,ok8alx,att99ate,acsys8aln2,disco1,apl8c621,Flab8atd2,pir9Atd0,GE8ATD3,MITSLStd,ibms99a,MAP (Topic)
401,0.886493793299371,0.08745064301943396,0.1979884750035646,0.16327718079399123,0.03646775165762507,0.1079301096570327,0.40754935428908506,0.6197748140106748,0.0,0.7008606969634656,0.10311616479622703,0.06526053372600686,0.18594675134989197,0.2954934352521141,0.043010144539284874,0.2600413232238512
402,0.7574741740941207,0.316431017640119,0.3998574015193509,0.6097957255512867,0.12521225137324207,0.7154112523961429,0.5396757426062502,0.7065037609760976,0.0,0.6382758878468617,0.47132939367118387,0.17491469369816848,0.4851848563542678,0.5757644217107133,0.4740564034434944,0.46599246552541995
403,0.8505900052328624,0.7414827515224844,0.7379604520127881,0.7856370477090946,0.3876090077138146,0.9071355834553098,0.8193715416072779,0.9353603685597391,0.3520712314208596,0.8277095756050444,0.9044918849066315,0.8028125646001825,0.9037508084193198,0.8332501959602799,0.8825522144341607,0.7781190155439899
404,0.8433992594706881,0.21702420800660482,0.24940250442601797,0.29697865831616144,0.0,0.4512002188764604,0.24351695090046271,0.38488955211157067,0.1085767302872566,0.3775550315332756,0.35377306182867974,0.3489289165014551,0.3903684866528936,0.43953986490945746,0.3497396539348381,0.3369928731837215
405,0.7775674630114457,0.18028256502834314,0.279905564432087,0.3173707411031728,0.0,0.2290491807350844,0.2960763414069704,0.274835257139417,0.0,0.466772651320152,0.46921353330609195,0.3949296673951434,0.4232778763194705,0.30551463012966634,0.39619308192092206,0.3207325702165311
406,0.6562572926807376,0.41076345994096825,0.46530082342439316,0.34849632160900795,0.0,0.5632264675742936,0.53164164073163,0.3996249633091738,0.11005049119386634,0.44852395595400424,0.48406403864270603,0.5987698412698413,0.5457101614053861,0.5183339355788055,0.5113310312415775,0.4394729616370928
407,0.8309612055970086,0.6497429117724999,0.7108296803505976,0.48470435593741035,0.7388028436941481,0.7065228293024209,0.7459924378376163,0.5134873291093706,0.38037987919813143,0.6721898038711781,0.6942223395100956,0.6267118057968823,0.6944524496459451,0.639461111480206,0.633464001998718,0.6481283323401485
408,0.9328914167291747,0.38898074428385965,0.3647154162391944,0.45856858892682756,0.4226460498347454,0.46771101548133387,0.33998862160104604,0.4786343089158713,0.16158730158730158,0.42300320515525175,0.4767733187198772,0.38211922579266133,0.31693193097441763,0.490964268495336,0.45123471849206925,0.4371166754152645
409,0.7925719311744156,0.4035845787307776,0.12809394760614273,0.34313624133864074,0.0,0.32475837395615537,0.2353836502231787,0.3565286396104994,0.09173964770931682,0.34728765448717386,0.2770424067382197,0.1827340182357371,0.40760909470020323,0.3496840094062316,0.2651918300889161,0.3003564016003739
410,0.7108369487213422,0.9101386665005159,0.9022607469115864,0.9005078847408322,0.0,0.8930891230335991,0.9137734528855834,0.9335415569085378,0.455998201324608,0.8566463198545993,0.9273734292945833,0.9074796713040515,0.9043293058924419,0.8957151353224553,0.9286872336010881,0.8026918450863882
411,0.919772126022126,0.4088178944493482,0.4037468080946342,0.5759087317910847,0.0,0.6938104068516439,0.5997433080259827,0.6637950545830981,0.0,0.703697989221725,0.30976779445346364,0.5958680741174109,0.5044085275482734,0.5583582358397954,0.4771248448989853,0.49432131972650484
412,0.7483861692911741,0.5055244518790277,0.753375088038431,0.16549675490446716,0.019294990723562153,0.8331933496063538,0.7347704873086662,0.6733994562690857,0.0,0.048051030413170916,0.019048455056179775,0.7310590467588512,0.7728209342293223,0.5896663910036858,0.5967755214997259,0.4793908084654469
413,0.6686168658367135,0.05001524297298945,0.04867918042728394,0.5877168193321227,0.0,0.7373844807018238,0.09737997355761414,0.5532587268389482,0.08401300810301546,0.558198287968801,0.7757962652508342,0.331760066256046,0.7015897749460585,0.2808539389846598,0.4170408452309833,0.3928202317605262
414,0.5153190909190225,0.3750415035323175,0.32824205434222936,0.26401562949507096,0.0,0.3146585448755341,0.35671656676044383,0.3678585037479845,0.052938652938652936,0.29513175401399216,0.3838480025527936,0.33602214570695876,0.3897207351632661,0.3741507500283229,0.41604101631723706,0.3179803300262551
415,0.700052682354927,0.674065813586188,0.7942109643260454,0.6172059174795546,0.15514976646254458,0.8931656985521855,0.8958708388988466,0.7952078864138535,0.2342171717171717,0.8526258337570701,0.831930828570061,0.8468510252728216,0.8408007627236425,0.813684004692415,0.8644467536032794,0.7206323965607072
416,0.9381587565362476,0.385308525626366,0.40432927275268,0.31148469002941315,0.0,0.46330329261316106,0.36152928774923326,0.4363713344794359,0.2361111111111111,0.366633518842558,0.37556553665758136,0.38029618003795373,0.5077548694580986,0.3632450305097336,0.4110833641724006,0.39607831803839827
417,0.9481793737308444,0.29346099978452916,0.43865750971976014,0.20101094983447926,0.026754075124025514,0.5494479356812524,0.05555555555555555,0.5419122722391775,0.07574457194440246,0.31730197717613373,0.0,0.41134315683372946,0.0,0.47165498404746486,0.6483258445074237,0.33195661374525187
418,0.8876190530981606,0.45508292949102136,0.5136569887137549,0.5447127775691386,0.0,0.5826554796025294,0.5917538919907741,0.5462599502360256,0.43884510869810783,0.5098139180232507,0.5161093912181731,0.5410993790012081,0.4927080499993193,0.518700383463382,0.5360747606954371,0.5116728041200189
419,0.7163823213823214,0.20902777777777778,0.08064158064158064,0.3006539439215254,0.0,0.24029845900335076,0.1116757025533467,0.24691531859761665,0.13214285714285715,0.3764334466180838,0.3428884638708775,0.23565052424533914,0.7066666666666667,0.27107255667038277,0.484478021978022,0.2969951760713166
